Titulo,Año,Duración,Género,Puntaje,Resumen,Director,Actor_1,Actor_2,Actor_3,Actor_4
Pride & Prejudice,2005,129,"Drama, Romance",7.8,"Las chispas vuelan cuando la enérgica Elizabeth Bennet conoce al soltero, rico y orgulloso Sr. Darcy. Pero el Sr. Darcy se enamora a regañadientes de una mujer por debajo de su clase. ¿Puede cada uno superar su propio orgullo y prejuicio?",Joe Wright,Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Donald Sutherland
The World's Fastest Indian,2005,127,"Biografía, Drama, Deporte",7.8,"La historia del neozelandés Burt Munro, que pasó años reconstruyendo una motocicleta india de 1920, que le ayudó a establecer el récord mundial de velocidad en tierra en Bonneville Salt Flats de Utah en 1967.",Roger Donaldson,Anthony Hopkins,Diane Ladd,Iain Rea,Tessa Mitchell
TÃ´kyÃ´ goddofÃ¢zÃ¢zu,2003,90,"Animación, Aventura, Comedia",7.8,"En Nochebuena, tres personas sin hogar que viven en las calles de Tokio descubren a un bebé recién nacido entre la basura y parten en busca de sus padres.",Satoshi Kon,ShÃ´go Furuya,TÃ´ru Emori,Yoshiaki Umegaki,Aya Okamoto
Serenity,2005,119,"Acción, Aventura, Ciencia ficción",7.8,La tripulación del barco Serenity intenta evadir a un asesino enviado para recuperar a uno de sus miembros que es telepático.,Joss Whedon,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,Alan Tudyk
Walk the Line,2005,136,"Biografía, Drama, Música",7.8,"Una crónica de la vida de la leyenda de la música country Johnny Cash, desde sus primeros días en una granja de algodón de Arkansas hasta su ascenso a la fama con Sun Records en Memphis, donde grabó junto a Elvis Presley, Jerry Lee Lewis y Carl Perkins.",James Mangold,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick
Ondskan,2003,113,Drama,7.8,"Un adolescente expulsado del colegio por pelearse llega a un internado donde se fomenta el acoso sistemático a los estudiantes más jóvenes como medio para mantener la disciplina, y decide contraatacar.",Mikael HÃ¥fstrÃ¶m,Andreas Wilson,Henrik LundstrÃ¶m,Gustaf SkarsgÃ¥rd,Linda Zilliacus
The Notebook,2004,123,"Drama, Romance",7.8,"Un joven pobre pero apasionado se enamora de una joven rica, dándole una sensación de libertad, pero pronto se separan debido a sus diferencias sociales.",Nick Cassavetes,Gena Rowlands,James Garner,Rachel McAdams,Ryan Gosling
Diarios de motocicleta,2004,126,"Aventura, Biografía, Drama",7.8,La dramatización de un viaje en moto que el Che Guevara realizó en su juventud y que le mostró la vocación de su vida.,Walter Salles,Gael GarcÃ­a Bernal,Rodrigo De la Serna,MÃ­a Maestro,Mercedes MorÃ¡n
Lilja 4-ever,2002,109,"Drama, Crimen",7.8,"Lilja, de dieciséis años, y su único amigo, el joven Volodja, viven en Rusia y fantasean con una vida mejor. Un día, Lilja se enamora de Andrej, que se va a Suecia, e invita a Lilja a venir y empezar una nueva vida.",Lukas Moodysson,Oksana Akinshina,Artyom Bogucharskiy,Pavel Ponomaryov,Lyubov Agapova
Les triplettes de Belleville,2003,80,"Animación, Comedia, Drama",7.8,"Cuando su nieto es secuestrado durante el Tour de Francia, Madame Souza y su querido perro Bruno se unen a las Hermanas Belleville, un antiguo equipo de canto y baile de la época de Fred Astaire, para rescatarlo.",Sylvain Chomet,MichÃ¨le Caucheteux,Jean-Claude Donda,Michel Robin,Monica Viegas
Gongdong gyeongbi guyeok JSA,2000,110,"Acción, Drama, Suspense",7.8,"Después de que un tiroteo en la frontera entre Corea del Norte y del Sur deja dos soldados norcoreanos muertos, un equipo neutral suizo-sueco investiga qué sucedió realmente.",Chan-wook Park,Lee Yeong-ae,Lee Byung-Hun,Kang-ho Song,Kim Tae-Woo
The Count of Monte Cristo,2002,131,"Acción, Aventura, Drama",7.8,"Un joven, encarcelado falsamente por su ""amigo"" celoso, escapa y utiliza un tesoro escondido para vengarse.",Kevin Reynolds,Jim Caviezel,Guy Pearce,Christopher Adamson,JB Blanc
Waking Life,2001,99,"Animación, Drama, Fantasía",7.8,"Un hombre atraviesa un sueño, se encuentra con varias personas y discute los significados y propósitos del universo.",Richard Linklater,Ethan Hawke,Trevor Jack Brooks,Lorelei Linklater,Wiley Wiggins
Remember the Titans,2000,113,"Biografía, Drama, Deporte",7.8,La historia real de un entrenador afroamericano recién nombrado y su equipo de secundaria en su primera temporada como una unidad racialmente integrada.,Boaz Yakin,Denzel Washington,Will Patton,Wood Harris,Ryan Hurst
Wo hu cang long,2000,120,"Acción, Aventura, Fantasía",7.8,Un joven guerrero chino le roba una espada a un famoso espadachín y luego escapa a un mundo de aventuras románticas con un hombre misterioso en la frontera de la nación.,Ang Lee,Yun-Fat Chow,Michelle Yeoh,Ziyi Zhang,Chen Chang
Todo sobre mi madre,1999,101,Drama,7.8,"El joven Esteban quiere ser escritor y también descubrir la identidad de su segunda madre, una mujer trans, cuidadosamente ocultada por su madre Manuela.",Pedro AlmodÃ³var,Cecilia Roth,Marisa Paredes,Candela PeÃ±a,Antonia San Juan
Cast Away,2000,143,"Aventura, Drama, Romance",7.8,Un ejecutivo de FedEx sufre una transformación física y emocional después de un aterrizaje forzoso en una isla desierta.,Robert Zemeckis,Tom Hanks,Helen Hunt,Paul Sanchez,Lari White
The Boondock Saints,1999,108,"Acción, Crimen, Suspense",7.8,Dos hermanos católicos irlandeses se convierten en justicieros y acaban con el inframundo criminal de Boston en nombre de Dios.,Troy Duffy,Willem Dafoe,Sean Patrick Flanery,Norman Reedus,David Della Rocco
The Insider,1999,157,"Biografía, Drama, Suspense",7.8,Un investigador químico sufre un ataque personal y profesional cuando decide aparecer en un reportaje de 60 Minutes sobre las grandes tabacaleras.,Michael Mann,Russell Crowe,Al Pacino,Christopher Plummer,Diane Venora
October Sky,1999,108,"Biografía, Drama, Familia",7.8,"La historia real de Homer Hickam, el hijo de un minero del carbón que se inspiró en el primer lanzamiento del Sputnik para dedicarse a la cohetería en contra de los deseos de su padre.",Joe Johnston,Jake Gyllenhaal,Chris Cooper,Laura Dern,Chris Owen
Shrek,2001,90,"Animación, Aventura, Comedia",7.8,"Un señor malvado exilia criaturas de cuento de hadas al pantano de un ogro gruñón, quien debe emprender una búsqueda y rescatar a una princesa para el señor con el fin de recuperar su tierra.",Andrew Adamson,Vicky Jenson,Mike Myers,Eddie Murphy,Cameron Diaz
Titanic,1997,194,"Drama, Romance",7.8,Una aristócrata de diecisiete años se enamora de un artista amable pero pobre a bordo del lujoso y desafortunado R.M.S. Titánico.,James Cameron,Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates
Hana-bi,1997,103,"Crimen, Drama, Romance",7.8,"Nishi abandona la policía ante terribles dificultades personales y profesionales. Cayendo en una espiral de depresión, toma decisiones cuestionables.",Takeshi Kitano,Takeshi Kitano,Kayoko Kishimoto,Ren Osugi,Susumu Terajima
Gattaca,1997,106,"Drama, Ciencia ficción, Suspense",7.8,Un hombre genéticamente inferior asume la identidad de uno superior para perseguir el sueño de su vida de viajar al espacio.,Andrew Niccol,Ethan Hawke,Uma Thurman,Jude Law,Gore Vidal
The Game,1997,129,"Acción, Drama, Misterio",7.8,"Después de que a un banquero rico se le da la oportunidad de participar en un juego misterioso, su vida da un vuelco cuando se vuelve incapaz de distinguir entre el juego y la realidad.",David Fincher,Michael Douglas,Deborah Kara Unger,Sean Penn,James Rebhorn
Breaking the Waves,1996,159,Drama,7.8,"El petrolero Jan queda paralizado en un accidente. Su esposa, que rezó por su regreso, se siente culpable; más aún, cuando Jan la insta a tener relaciones sexuales con otro.",Lars von Trier,Emily Watson,Stellan SkarsgÃ¥rd,Katrin Cartlidge,Jean-Marc Barr
Ed Wood,1994,127,"Biografía, Comedia, Drama",7.8,"El ambicioso pero problemático director de cine Edward D. Wood Jr. hace todo lo posible para cumplir sus sueños, a pesar de su falta de talento.",Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette
What's Eating Gilbert Grape,1993,118,Drama,7.8,Un joven de un pequeño pueblo del Medio Oeste lucha por cuidar a su hermano menor con discapacidad mental y a su madre con obesidad mórbida mientras intenta buscar su propia felicidad.,Lasse HallstrÃ¶m,Johnny Depp,Leonardo DiCaprio,Juliette Lewis,Mary Steenburgen
Tombstone,1993,130,"Acción, Biografía, Drama",7.8,"Los planes de un exitoso agente de la ley de retirarse de forma anónima en Tombstone, Arizona, se ven interrumpidos por el tipo de forajidos por los que era famoso por eliminar.",George P. Cosmatos,Kevin Jarre,Kurt Russell,Val Kilmer,Sam Elliott
The Sandlot,1993,101,"Comedia, Drama, Familia",7.8,"En el verano de 1962, un niño nuevo en la ciudad es acogido bajo el ala de un joven prodigio del béisbol y su ruidoso equipo, lo que resulta en muchas aventuras.",David Mickey Evans,Tom Guiry,Mike Vitar,Art LaFleur,Patrick Renna
The Remains of the Day,1993,134,"Drama, Romance",7.8,Un mayordomo que sacrificó cuerpo y alma por el servicio en los años previos a la Segunda Guerra Mundial se da cuenta demasiado tarde de lo equivocada que era su lealtad hacia su señorial empleador.,James Ivory,Anthony Hopkins,Emma Thompson,John Haycraft,Christopher Reeve
Naked,1993,132,Comedia dramática,7.8,"Historias paralelas de dos hombres obsesionados sexualmente, uno que lastima y molesta a las mujeres física y mentalmente, el otro deambula por la ciudad hablando con extraños y experimentando dimensiones de la vida.",Mike Leigh,David Thewlis,Lesley Sharp,Katrin Cartlidge,Greg Cruttwell
The Fugitive,1993,130,"Acción, Crimen, Drama",7.8,"El Dr. Richard Kimble, injustamente acusado de asesinar a su esposa, debe encontrar al verdadero asesino mientras es el objetivo de una persecución a nivel nacional dirigida por un experimentado mariscal estadounidense.",Andrew Davis,Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore
A Bronx Tale,1993,121,"Crimen, Drama, Romance",7.8,Un padre se preocupa cuando un gángster local se hace amigo de su hijo en el Bronx en los años 1960.,Robert De Niro,Robert De Niro,Chazz Palminteri,Lillo Brancato,Francis Capra
Batman: Mask of the Phantasm,1993,76,"Animación, Acción, Crimen",7.8,Batman está implicado erróneamente en una serie de asesinatos de jefes de la mafia cometidos en realidad por un nuevo justiciero asesino.,Kevin Altieri,Boyd Kirkland,Frank Paur,Dan Riba,Eric Radomski
Lat sau san taam,1992,128,"Acción, Crimen, Suspense",7.8,Un policía duro se une a un agente encubierto para acabar con un siniestro mafioso y su banda.,John Woo,Yun-Fat Chow,Tony Chiu-Wai Leung,Teresa Mo,Philip Chan
Night on Earth,1991,129,Comedia dramática,7.8,Una antología de 5 taxistas diferentes en 5 ciudades americanas y europeas y sus extraordinarias tarifas en la misma noche llena de acontecimientos.,Jim Jarmusch,Winona Ryder,Gena Rowlands,Lisanne Falk,Alan Randolph Scott
La double vie de VÃ©ronique,1991,98,"Drama, Fantasía, Música",7.8,"Dos historias paralelas sobre dos mujeres idénticas; uno vive en Polonia y el otro en Francia. No se conocen, pero sus vidas están profundamente conectadas.",Krzysztof Kieslowski,IrÃ¨ne Jacob,Wladyslaw Kowalski,Halina Gryglaszewska,Kalina Jedrusik
Boyz n the Hood,1991,112,"Drama, Crimen",7.8,"Sigue la vida de tres jóvenes que viven en el gueto de Crenshaw en Los Ángeles, analizando cuestiones de raza, relaciones, violencia y perspectivas de futuro.",John Singleton,Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir,Lloyd Avery II
Misery,1990,107,"Drama, Suspense",7.8,"Después de que un fanático de sus novelas rescata a un autor famoso de un accidente automovilístico, se da cuenta de que la atención que está recibiendo es solo el comienzo de una pesadilla de cautiverio y abuso.",Rob Reiner,James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen
Awakenings,1990,121,"Biografía, Drama",7.8,"Las víctimas de una epidemia de encefalitis hace muchos años han estado catatónicas desde entonces, pero ahora un nuevo fármaco ofrece la posibilidad de revivirlas.",Penny Marshall,Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson
Majo no takkyÃ»bin,1989,103,"Animación, Aventura, Drama",7.8,"Una joven bruja, en su año obligatorio de vida independiente, encuentra difícil adaptarse a una nueva comunidad mientras se mantiene a sí misma dirigiendo un servicio de mensajería aérea.",Hayao Miyazaki,Kirsten Dunst,Minami Takayama,Rei Sakuma,Kappei Yamaguchi
Glory,1989,122,"Biografía, Drama, Historia",7.8,"Robert Gould Shaw lidera la primera compañía de voluntarios exclusivamente negros de la Guerra Civil estadounidense, luchando contra los prejuicios tanto de su propio ejército de la Unión como de los confederados.",Edward Zwick,Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman
Dip huet seung hung,1989,111,"Acción, Crimen, Drama",7.8,Un asesino desilusionado acepta un último golpe con la esperanza de utilizar sus ganancias para devolverle la visión a un cantante al que cegó accidentalmente.,John Woo,Yun-Fat Chow,Danny Lee,Sally Yeh,Kong Chu
Back to the Future Part II,1989,108,"Aventura, Comedia, Ciencia ficción",7.8,"Después de visitar 2015, Marty McFly debe repetir su visita a 1955 para evitar cambios desastrosos en 1985... sin interferir con su primer viaje.",Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Thomas F. Wilson
Mississippi Burning,1988,128,"Crimen, Drama, Historia",7.8,Dos agentes del FBI Agentes con estilos tremendamente diferentes llegan a Mississippi para investigar la desaparición de algunos activistas de derechos civiles.,Alan Parker,Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif
Predator,1987,107,"Acción, Aventura, Ciencia ficción",7.8,Un equipo de comandos en una misión en la jungla centroamericana se ve perseguido por un guerrero extraterrestre.,John McTiernan,Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Elpidia Carrillo
Evil Dead II,1987,84,"Acción, Comedia, Fantasía",7.8,El único superviviente de una avalancha de espíritus poseedores de carne se refugia en una cabaña con un grupo de extraños mientras los demonios continúan su ataque.,Sam Raimi,Bruce Campbell,Sarah Berry,Dan Hicks,Kassie Wesley DePaiva
Ferris Bueller's Day Off,1986,103,Comedia,7.8,"Un chico inteligente de la secundaria está decidido a tener un día libre en la escuela, a pesar de lo que el director piense al respecto.",John Hughes,Matthew Broderick,Alan Ruck,Mia Sara,Jeffrey Jones
Down by Law,1986,107,"Comedia, Crimen, Drama",7.8,"Dos hombres son incriminados y enviados a prisión, donde conocen a un asesino que los ayuda a escapar y abandonar el estado.",Jim Jarmusch,Tom Waits,John Lurie,Roberto Benigni,Nicoletta Braschi
The Goonies,1985,114,"Aventura, Comedia, Familia",7.8,Un grupo de jóvenes inadaptados llamados Los Goonies descubren un mapa antiguo y emprenden una aventura para encontrar el tesoro perdido hace mucho tiempo de un pirata legendario.,Richard Donner,Sean Astin,Josh Brolin,Jeff Cohen,Corey Feldman
The Color Purple,1985,154,Drama,7.8,Una mujer negra del sur lucha por encontrar su identidad después de sufrir abusos por parte de su padre y otras personas durante cuatro décadas.,Steven Spielberg,Danny Glover,Whoopi Goldberg,Oprah Winfrey,Margaret Avery
The Breakfast Club,1985,97,Comedia dramática,7.8,Cinco estudiantes de secundaria se encuentran en el centro de detención del sábado y descubren que tienen mucho más en común de lo que pensaban.,John Hughes,Emilio Estevez,Judd Nelson,Molly Ringwald,Ally Sheedy
The Killing Fields,1984,141,"Biografía, Drama, Historia",7.8,"Un periodista está atrapado en Camboya durante la sangrienta campaña de limpieza del ""Año Cero"" del tirano Pol Pot, que se cobró la vida de dos millones de civiles ""indeseables"".",Roland JoffÃ©,Sam Waterston,Haing S. Ngor,John Malkovich,Julian Sands
Ghostbusters,1984,105,"Acción, Comedia, Fantasía",7.8,Tres ex profesores de parapsicología se establecieron como un servicio único de eliminación de fantasmas.,Ivan Reitman,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis
The Right Stuff,1983,193,"Aventura, Biografía, Drama",7.8,La historia de los astronautas originales del Mercury 7 y su enfoque machista y casual del programa espacial.,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,Dennis Quaid
